"text","createdAt","retweetCount","viewCount"
"Ibovespa fecha preliminarmente com queda de 0,8%, aos 103,4 mil pontos, pressionado por perdas de Petrobras (PETR4) e bancos; ações da Vale (VALE3) fecharam com leve queda. https://t.co/KIbnnSVaen","Thu Mar 02 23:57:11 +0000 2023","6","678"
"VALE ASSINA ACORDO PARA FORNECER 4 MILHÕES DE TONELADAS DE MINÉRIO DE FERRO POR ANO PARA ARÁBIA SAUDITA

A Vale (#VALE3) e o grupo siderúrgico indiano Essar firmaram parceria para fornecimento de minério de ferro para o projeto Green Steel Arabia (GSA), na Arábia Saudita. A Vale fornecerá 4 milhões de toneladas por ano de aglomerados (pelotas ou briquetes) para a rota de redução direta. Os briquetes serão produzidos pela Vale no próprio “mega hub” da Arábia Saudita. Já as pelotas poderão ser produzidas pela empresa em Omã ou no Brasil. “Esse acordo representa um passo importante no desenvolvimento dos 'mega hubs', um modelo de negócio inovador que tem como objetivo apoiar a descarbonização do setor siderúrgico e contribuir para a luta global contra a mudança climática”, explica o vice-presidente de soluções de minério de ferro, Marcello Spinelli. “Além da Arábia Saudita, também anunciamos 'mega hubs' nos Emirados Árabes Unidos e em Omã.”  

Fonte: BDM","Mon Sep 11 22:13:45 +0000 2023","14","31968"
"Resultados acima da expectativa da VALE (VALE3)

Lucro líquido: R$ 13,9 bi (-35,7%)

Ebitda ajustado: R$ 20,4 bi (+14%)

Resultado acima das expectativas, mesmo com cenário desafiador na China. https://t.co/5HVvckEv3E","Thu Oct 26 22:45:36 +0000 2023","4","9123"
"Pananapanema (PMAM3) - Prejuízo de R$ 382 milhões. Isso aqui foi feio demais, empresa está com baixo capital de giro a parando as produções em alguns momentos :(

Em 1990 a empresa já chegou a ser 25% do Ibovespa, muito superior à PETR4 e VALE3, hoje ela vale praticamente zero em relação à antigamente.

Lembrando que a VALE já tentou comprar a PMAM3 quando estava bem das pernas, pelo valor de R$ 2 bi em 2010. Hoje vale menos de R$ 200 milhões POIS OS ACIONISTAS REJEITARAM A OFERTA DA VALE, acredito que devem estar arrependidos até hoje...","Fri Nov 10 22:08:30 +0000 2023","6","36710"
"🚨 COMO FUNCIONA A MANIPULAÇÃO DO IBOV

Já perceberam que as vezes está tendo um mar de 🩸🩸🩸 na sua carteira, mas o índice só cai 1% ?

Esse foi um daqueles dias.

Na maioria das vezes o índice é segurado pelo FLUXO e ROTATION entre 3 ativos:

- VALE3
- PETR4
- BANCOS

Isso é nitidamente perceptível em dias que parece que o mundo vai acabar, mas não é refletido % no Ibovespa.

Pode reparar que tem pelo menos um dos 3 positivos ou levemente neutro.

PRA CAIR FEIO, OS 3 PRECISAM CAIR JUNTOS","Sat Oct 14 08:13:56 +0000 2023","11","16751"
"VALE3: cada vez menos barragens com algum tipo de risco.

A empresa tem feito seu dever de casa. https://t.co/pKhTv3mFIb","Wed Jul 05 00:25:43 +0000 2023","5","16663"
"Retorno de alguns dos melhores ativos e líquidos da bolsa (com os dividendos reinvestidos) desde o início do plano real (29 anos):

WEGE3: 237.000% (equivale a 180% do CDI);
ITUB4: 40.250% (equivalente a 140% do CDI);
VALE3: 31.880% (equivalente a 135% do CDI);
PETR4: 14.840% (equivalente a 116% do CDI).
IBOV: 3.194 (equivalente a 81% do CDI).

Conclusões?","Mon Jul 17 18:31:29 +0000 2023","23","103339"
"É hora de comprar Vale? Ações têm sido vistas como baratas por analistas, mas grande dúvida é o que será da economia da China, principal compradora do minério de ferro da empresa. BTG sugere entrar no papel com visão de longo prazo; comentei na TC Rádio #VALE3 @tcinvestimentos https://t.co/ma9J2ifnco","Tue Jul 18 17:58:35 +0000 2023","5","9456"
"#VALE3 : VALE RECOMPROU APROXIMADAMENTE 35MILHÕES DE AÇÕES (AÇÕES/ADRS) ~2,5BILHÕES BRL. https://t.co/XpRCn3yBEz","Mon Jul 10 22:00:04 +0000 2023","20","103000"
"OCO de livro.

E aí, será que VALE3 seguirá caindo? https://t.co/zakYIrvNgv","Fri Mar 10 22:47:44 +0000 2023","5","62922"
"Todo mundo já sabe que a SCS determinou que o Banco do Brasil cancele o patrocínio e a participação da Agrishow

Mas porque isso? Só porque o Ministro foi ""desconvidado""?

Não! 

A atitude tem que servir de EXEMPLO para as demais feiras do Br que são patrocinadas pelo governo. Convidou certos VAGABUNDOS, não tem patrocínio!

Parabéns à SCS
Parabéns ao @LulaOficial","Sat Apr 29 20:08:30 +0000 2023","1317","339179"
"Banco do Brasil (BBAS3) vai splitar 2/1.

Ou seja, se você hoje tem 100 ações a R$ 54. Passará a ter 200 a R$ 27.

Na prática estão dividindo a pizza em mais pedaços. Então não se assuste. https://t.co/YW2dlmv9hr","Fri Dec 08 12:02:49 +0000 2023","12","58874"
"INFORMAÇÕES IMPORTANTES SOBRE O CONCURSO DO BANCO DO BRASIL 2023 https://t.co/Y3tZQEZtsa","Wed Feb 15 14:36:07 +0000 2023","1890","1993085"
"O maior assalto a banco do Brasil- Em 2011, alegadamente com ajuda de um vigilante e outros funcionários do banco, cerca de 12 homens roubaram 170 cofres de uma agência na Avenida Paulista em 27 e 28 de agosto.

Os valores roubados estão entre 250 - 500 milhões de reais. Os criminosos passaram cerca de 10 horas dentro da agência roubando os cofres que continham dinheiro, jóias e outros objetos de valores como relógios de luxo, canetas, cordões, anéis, brincos e pulseira de ouro e outros itens de diamante.

Em uma reportagem, foi revelado que em apenas 2 cofres, os valores ultrapassava os 12 milhões de reais. Em um deles, havia um estojo de prata e marfim cravejado de rubi que era do século 18. e dentro tinha 33 diamantes.

A polícia só descobriram o roubo 8 dias depois pois a maioria dos itens não era declarado no Imposto de Renda. De início, 13 homens suspeitos foram presos, mas apenas 5 foram condenados a 18 anos e 8 meses de cadeia. Fato curioso é que dos 5 condenados, apenas 1 está preso e em regime semiaberto. O vigia envolvido passou menos de 7 anos na prisão, e faleceu em 2018 poe causas naturais.

Um detalhe: Há relatos que o roubo ultrapassou os 900 milhões, já que só foi contabilizado os itens que os donos declaravam o Impostos.","Tue Oct 31 00:24:36 +0000 2023","40","143916"
"NÃO CREIO, mas seria a GLÓRIA 🙏

Paulo Guedes pode ser PRESO por acusação do Banco do Brasil

A nova presidente, Tarciana Medeiros  fez levantamento de informações do banco que desvendou um possível ato de CORRUPÇÃO por parte de Paulo Guedes, realizado em 2020, enquanto era Ministro de bolsonaro

Segundo os dados do Banco do Brasil, Paulo Guedes teria VENDIDO crédito de recebíveis de R$ 3 bilhões da carteira do BB para um banco privado DIRIGIDO POR ELE MESMO, o BTG. 
Além disso, a soma RECEBIDA pela instituição com a venda foi de apenas R$ 300 milhões, o que geraria um PREJUÍZO de R$ 2,7 bilhões para o Banco do Brasil

Membros ligados ao sindicato da categoria reforçam que a ação NÃO PASSARÁ EM BRANCO, visto que se trata de uma corrupção grave no contexto financeiro

SE os atos forem confirmados, Paulo Guedes poderá, inclusive, ir para a prisão

Representante do mais puro suco de esgoto bolsonarista, o tal ""posto Ipiranga"" debochou dos brasileiros e manteve um postura elitista asquerosa durante todo o governo","Mon May 22 14:02:08 +0000 2023","2491","508128"
"BANCO DO BRASIL: COMO SOLICITAR CONTA CORRENTE GRATUITA + REEMBOLSO PELO APLICATIVO 
Segue o fio 🧵 https://t.co/3EIWjqryNA","Thu Jun 22 13:48:30 +0000 2023","2656","3294649"
"As letras da Lupe de Lupe são tipo:

Gustavo Scholz: Eu tenho uma filha

Jonathan Tadeu: dei um calote no banco do Brasil, e gosto de Charlie XCX

Renan Benini: aí que saudades da 
minha ex 

Vitor brauer: https://t.co/P9llg6mhP6","Thu Dec 28 21:46:55 +0000 2023","397","81629"
"Ô Lula, teus amigos querem quebrar o Banco do Brasil? Qual o plano? Criminalizar o Banco pra vendê-lo a preço de banana pro Itaú ou pro BTG?

Todo dia uma vassalagem diferente... https://t.co/qCV5DbsXCn","Tue Dec 05 00:44:33 +0000 2023","824","63077"
"Fazuelli que passa 🤡💩🫠

Banco do Brasil suspende empréstimo consignado para servidores do estado do RN

O estado do RN mais uma vez não pagou os empréstimos consignados ao Banco do Brasil. Desconta do servidor e não repassa ao banco, faz apropriação indébita. Mesmo com a promessa do secretário Carlos Eduardo Xavier (Cadu) em não atrasar, a governadora Fátima Bezerra manda não pagar ao banco e gastar com outras coisas. A atitude prejudica os servidores.

Matéria: https://t.co/74DTZHYEgD","Wed Aug 23 16:55:57 +0000 2023","2019","154128"
"Lula nomeou a primeira mulher como presidente do Banco do Brasil. Agora, ela foi considerada uma das 100 mulheres mais poderosas do mundo. Ninguém fez mais pelas mulheres do que o Lula. https://t.co/jY9wtWGzxv","Thu Dec 07 10:33:34 +0000 2023","515","36618"
"Anderson Dorneles, ex braço direito da Dilma, contraiu empréstimo de 149 mil reais no Banco do Brasil. Não pagou e a dívida foi a mais de 200 paus. Agora, num passe de mágica, fez acordo para pagar 15 conto em 10 parcelas. Banco do Brasil muito bonzinho. https://t.co/OLsB6jcjyo","Fri Dec 01 11:42:26 +0000 2023","195","4111"
"vou pedir dinheiro pra minha avó e falar que eh pro concurso do Banco do Brasil  https://t.co/CDybKkoEhV","Sat Oct 28 15:23:26 +0000 2023","102","82587"
"✊🏾 ATO HISTÓRICO NO BB

Tarciana Medeiros, primeira mulher a presidir o Banco do Brasil, fez um pedido de desculpas ao povo negro pelo envolvimento histórico da instituição com a escravidão. A declaração, resposta a um inquérito do MPF, vem acompanhada de ações de reparação, como o fomento ao mercado de trabalho para negros e programas de inclusão e diversidade. Medeiros ressalta o compromisso do BB com a igualdade racial e justiça social, iniciativas que refletem um passo importante na luta contra o racismo estrutural no Brasil.","Mon Nov 20 23:27:56 +0000 2023","63","16863"
"Comicamente, a Piauí é do dono do maior banco do Brasil https://t.co/smTpzOwpT2","Thu Oct 12 10:10:20 +0000 2023","144","71052"
"Marcha, Brasilia!  🚀
Pré-venda exclusiva para clientes Banco do Brasil, a partir de amanhã, 10/10, às 20h https://t.co/amrPrBpDrF","Tue Oct 10 02:50:42 +0000 2023","189","1387776"
"Os bancos públicos, neste ano, voltaram a cumprir o papel primordial de investir no Brasil e nos brasileiros. As operações de crédito do BNDES, da Caixa Econômica e do Banco do Brasil em 2023 superaram a soma dos 4 anos anteriores, retomando o protagonismo dessas instituições. https://t.co/vXhJW71Z1E","Tue Dec 12 21:02:35 +0000 2023","125","8307"
"Eu acho simplesmente sensacional que o Felipe Nasr foi um dos responsáveis por pintar carros da F1 e GP2 com as cores do Banco do Brasil.

É simplesmente incrível que um brasileiro chegou lá e disse ""seguinte, ele vai correr, mas o carro tem que ser AZUL E AMARELO"" https://t.co/gfmK5FSKxt","Thu Dec 28 14:02:51 +0000 2023","26","37545"
"Oferecimento ao patrocinador: Banco do Brasil! 🤣🤣 https://t.co/geFumfzjJB","Thu Sep 07 13:05:35 +0000 2023","657","30495"
"MPF quer indenização do Banco do Brasil pelo papel da instituição na escravidão, encerrada em 1888.

É sério. https://t.co/Xv1QCzujJW","Thu Sep 28 12:19:48 +0000 2023","368","33956"
"E: A verdade é que não sei muito sobre mercado de ações. Os únicos números em que sou boa são os números da loteria.

/Engfa me diz aí quantas vezes você ganhou na loteria, só pra eu ver uma coisa 🤣
 
ENGFA FIRSTTRADE DAY
#MGIมหาชน #อิงฟ้ามหาชน
@EWaraha
https://t.co/ArRMDeTqBu","Thu Dec 14 11:46:01 +0000 2023","46","3330"
"No Ibovespa Equal Weight (pesos iguais), considerando como data de partida o início de 2020, o índice já estaria em torno de 85 mil pontos.

As ações de maior peso (Petro, Vale etc) que estão segurando o índice e camuflando a verdadeira queda do mercado de ações brasileiro. https://t.co/9LJOGixfQb","Tue Mar 07 11:26:53 +0000 2023","14","11341"
"Vejam o tamanho do mercado de ações no mundo, quando comparado com outros ativos... https://t.co/7qV5D6sM1o","Thu Aug 03 11:01:55 +0000 2023","35","32586"
"A CVM é a Comissão de Valores Mobiliários (Bolsa de Valores/mercado de ações) com sede em São Paulo. Para o novo ministro da Economia parece ser outra coisa eheheheh https://t.co/9BTxHvqBjs","Wed Jan 04 20:51:28 +0000 2023","38","4583"
"📈| Ontem a gente informou vocês que as ações da Dior aumentaram após a nomeação do Jimin como embaixador global, mas não só aumentaram, como é simplesmente o MAIOR aumento das ações da marca na sua HISTÓRIA de 31 anos no mercado de ações 🤯

Vocês tem noção do TAMANHO disso??? https://t.co/5wihRUwXo1","Wed Jan 18 20:07:38 +0000 2023","828","98496"
"""O mercado de ações usualmente cai antes de uma recessão e recomeça a subir antes que a recessão acabe.""    John Murphy.
🇺🇸A queda de hoje vai além de rompimentos técnicos. É um sinal do próprio mercado que vai rotacionar e se defender. Importantes suportes foram rompidos!!! https://t.co/fL3T2wXWwV","Thu Oct 26 21:10:56 +0000 2023","32","34896"
"📈 As ações da Dior atingem um recorde histórico, em toda a sua história de 31 anos no mercado de ações, depois de anunciar Park Jimin como o novo Embaixador Global. 

O poder de marca dele é incomparável, Global It Boy 🤷‍♂️👑

DIOR GLOBAL AMBASSADOR JIMIN https://t.co/494Tiz8vk9","Wed Jan 18 19:56:32 +0000 2023","821","64193"
"O mercado de ações está despertando para a possibilidade de que a Pfizer possa declarar falência devido às futuras reivindicações na justiça relacionadas à sua vacina contra a Covid-19. 

A empresa é comparada à Purdue Pharma, que faliu por comercializar produtos prejudiciais de forma desonesta e agressiva. A ação da Pfizer (PFE) vale atualmente 25% a menos do que há cinco anos, mesmo após a empresa ter recebido bilhões de dólares com as vendas de suas vacinas contra a Covid-19.

Por outro lado, empresas farmacêuticas mais antigas e experientes, como a GSK, optaram por não entrar no ""jogo da vacina Covid"", uma decisão que agora parece acertada. Desde novembro de 2022, a Pfizer tem se desviado da tendência do índice farmacêutico, com um desempenho inferior em 35%, sugerindo que os mercados de capital veem algo problemático exclusivo à Pfizer.

Finalmente, a Pfizer também foi criticada por sua abordagem imprudente na pesquisa de vacinas, em comparação com a abordagem mais cautelosa da GSK. A história da vacina RSV materna destaca essa imprudência: enquanto a GSK abandonou o desenvolvimento da vacina após sinais alarmantes em ensaios clínicos, a Pfizer manobrou para fazer esses sinais parecerem estatisticamente insignificantes e fez lobby para a aprovação da FDA.

https://t.co/zzgzjjbhqP","Mon Oct 16 23:33:00 +0000 2023","1394","298374"
"Varzilândia do Sul

Imposto sobre lucros PF de investimentos em ações, que permitem o fortalecimento do mercado de capitais, expansões empresariais, geração de empregos e etc - 15%

Imposto sobre apostinha online e jogo de foguetinho - 12%

HAHAHAHAHAHAHAHAHAHHAHAHAHAHAHHAHAHAHAH https://t.co/QUIIbZ2DQk","Wed Dec 13 03:31:00 +0000 2023","101","12215"
"🔎 | No dia 18.01.23 as ações da Dior, em toda a sua história de 31, atinge um recorde histórico no mercado de ações após o anúncio de Park Jimin como seu novo Embaixador Global. 

DIOR GLOBAL AMBASSADOR JIMIN https://t.co/YDA7PnlvDG","Fri Aug 25 16:00:01 +0000 2023","143","10002"
"🇬🇧ATTENTION:
PFIZER is now called VIATRIZ.
Same 💩 and don’t be fooled.

🇧🇷ATENÇÃO:
A PFIZER agora se chama VIATRIS
A mesma 💩então não seja enganado. 
Postei umas 2 semanas atras que o valor de mercado das ações da Pfizer estava despencando e o risco de falência era grande. 
Eles não perdem tempo. 👹","Sun Oct 22 12:16:23 +0000 2023","44","2141"
"🇨🇳PACOTE DA CHINA🇨🇳

Quase todas as corretoras de valores mobiliários chinesas atingiram limite...
China lançou um pacote de medidas para impulsionar o mercado de ações; reduzir pela metade o imposto de selo, desacelerar IPOs e refinanciamentos, restringir as reduções de ações dos principais acionistas
https://t.co/1Kx36doHN0","Mon Aug 28 04:19:47 +0000 2023","8","32660"
"10 verdades inconvenientes sobre investimento em ações no Brasil. 

1. Ineficiências do Mercado e Volatilidade: O mercado de ações brasileiro muitas vezes mostra mais ineficiências em comparação com mercados mais desenvolvidos. Isso pode criar oportunidades e riscos para investidores de valor, que devem navegar através de maior volatilidade para identificar ações subvalorizadas.

2. Dependência Excessiva de Commodities: A economia e o mercado de ações do Brasil têm um foco significativo em commodities. Essa dependência significa que os preços globais de commodities influenciam fortemente o desempenho de muitas ações consideradas de 'valor', podendo distorcer estratégias tradicionais de investimento em valor.

3. Instabilidade Política Impactando os Mercados: Turbulências políticas e mudanças nas políticas governamentais podem levar à instabilidade do mercado. Para investidores de valor, isso adiciona uma camada extra de imprevisibilidade, pois mudanças políticas podem alterar rapidamente os fundamentos de empresas aparentemente estáveis.

4. Opções Limitadas de Diversificação: O mercado de ações brasileiro não é tão diversificado quanto os de países mais desenvolvidos. Setores-chave dominam, limitando as opções para investidores de valor que buscam uma ampla variedade de indústrias para mitigar riscos.

5. Riscos Cambiais para Investidores Estrangeiros: Para investidores internacionais, a flutuação do Real brasileiro em relação a outras moedas pode afetar significativamente os retornos. Investimentos de valor que parecem sólidos em termos locais podem não manter o mesmo valor quando convertidos para moedas estrangeiras.

6. Taxas de Juros Altas Distorcendo a Alocação de Ativos: As taxas de juros historicamente altas no Brasil podem distorcer a alocação de ativos. Taxas altas frequentemente tornam investimentos em renda fixa mais atraentes, potencialmente desviando capital de ações, incluindo as subvalorizadas.

7. Preocupações com Governança Corporativa: Problemas de governança corporativa em algumas empresas brasileiras podem ser um grande risco para investidores de valor. Transparência e direitos dos acionistas podem nem sempre atender aos padrões vistos em mercados mais desenvolvidos, afetando a verdadeira avaliação das empresas.

8. Incertezas Regulatórias: O mercado brasileiro pode ser propenso a mudanças regulatórias súbitas ou incertezas legais, impactando setores e empresas individuais. Para um investidor de valor, essa imprevisibilidade pode complicar a avaliação do valor intrínseco de longo prazo de uma empresa.

9. Impacto dos Ciclos Econômicos em Ações de 'Valor': As flutuações da economia brasileira podem afetar desproporcionalmente certos setores tradicionalmente favorecidos por investidores de valor, como serviços públicos ou financeiros. Esses setores podem estar subvalorizados em um momento, mas podem mudar rapidamente com as variações econômicas.

10. Subestimação dos Setores de Tecnologia e Inovação: Por fim, a abordagem tradicional de investimento em valor no Brasil pode subestimar o potencial de setores emergentes, como tecnologia e inovação. Esses setores podem não se enquadrar nos critérios convencionais de investimento em valor, mas podem oferecer potencial de crescimento significativo.

Compreender e navegar por essas verdades pode ser crucial para qualquer pessoa que busque aplicar estratégias de value investing no ambiente de mercado único e dinâmico do Brasil.","Thu Nov 30 12:16:45 +0000 2023","4","9047"
